person_id,day,age,intervention,daily_stress,daily_recovery,daily_engagement,stress_i1,stress_i2,recovery_i1,recovery_i2,engagement_i1,engagement_i2,scenario,purchase,aigc_clicks,exposure_minutes
D026,6,35,1,3.029,3.873,3.156,3.408,2.317,3.699,3.679,3.229,3.275,S1,0,6,27
D026,7,35,1,3.15,3.252,2.469,3.022,3.489,3.075,3.109,2.915,2.496,S2,0,5,29
D026,8,35,1,2.335,3.43,3.062,2.2,2.263,3.134,3.164,3.182,3.046,S3,1,5,24
D026,9,35,1,2.799,4.025,4.36,3.039,2.466,3.456,4.015,4.028,4.038,S4,1,7,30
D026,10,35,1,3.996,3.419,2.797,3.471,4.117,3.243,3.091,2.711,2.919,S1,0,3,28
D027,1,58,0,3.235,3.459,1.721,2.82,3.899,3.606,2.881,1.909,2.261,S1,1,5,29
D027,2,58,0,2.477,3.077,2.258,2.187,2.927,3.293,2.997,1.882,2.563,S2,0,5,25
D027,3,58,0,2.82,3.207,2.731,2.889,2.838,3.455,3.368,2.982,2.55,S3,1,6,43
D027,4,58,0,2.74,3.12,2.877,2.939,2.856,3.597,2.926,2.674,2.744,S4,1,7,59
D027,5,58,0,2.658,3.075,3.042,3.289,2.452,2.927,2.698,2.951,3.176,S1,0,4,60
D027,6,58,0,2.103,4.04,4.099,2.324,1.852,3.985,4.314,3.644,4.256,S2,1,5,38
D027,7,58,0,2.548,3.644,3.273,2.791,3.212,4.036,3.594,3.338,3.148,S3,1,5,25
D027,8,58,0,3.151,3.709,2.997,2.963,3.233,4.25,3.843,2.96,2.831,S4,0,5,40
D027,9,58,0,2.7,4.36,2.807,2.809,2.816,4.722,4.673,2.903,2.755,S1,0,8,31
D027,10,58,0,2.817,2.783,2.979,3.179,3.184,2.761,2.957,2.713,2.939,S2,0,5,52
D028,1,48,1,4.646,2.48,3.984,4.358,4.443,2.044,2.418,3.288,4.427,S2,0,5,55
D028,2,48,1,3.912,2.385,3.216,3.351,3.656,1.784,2.586,3.466,3.057,S3,0,6,24
D028,3,48,1,3.33,2.945,3.106,3.601,3.426,2.81,2.999,2.996,3.224,S4,1,6,29
D028,4,48,1,3.29,2.295,3.469,3.216,3.311,1.989,2.178,3.23,3.538,S1,0,6,49
D028,5,48,1,3.812,2.412,3.392,4.506,4.394,3.005,2.259,3.456,3.559,S2,1,6,41
D028,6,48,1,3.27,2.211,3.579,3.044,3.18,2.004,2.193,4.062,3.307,S3,0,6,60
D028,7,48,1,4.023,1.946,2.634,4.193,4.073,1.948,1.911,2.701,2.847,S4,0,4,39
D028,8,48,1,4.241,2.364,2.77,4.534,4.153,1.661,2.447,2.921,2.922,S1,0,5,40
D028,9,48,1,3.447,2.675,3.67,3.365,3.188,2.492,2.283,4.056,4.201,S2,0,7,31
D028,10,48,1,4.246,2.723,2.523,4.037,4.176,2.315,2.329,2.725,3.061,S3,1,8,54
D029,1,37,0,2.705,2.463,2.36,2.936,2.502,2.561,2.143,2.459,2.361,S3,1,6,55
D029,2,37,0,2.834,2.456,2.708,2.808,3.054,2.481,2.434,2.822,2.702,S4,1,6,54
D029,3,37,0,2.635,2.98,2.937,2.585,2.562,2.968,3.444,2.723,3.067,S1,1,5,31
D029,4,37,0,2.709,3.357,3.436,2.54,2.53,3.25,3.626,3.446,2.962,S2,1,8,38
D029,5,37,0,2.365,3.169,2.821,2.435,2.075,3.328,3.206,3.321,2.573,S3,0,5,49
D029,6,37,0,1.864,4.166,4.154,1.742,1.896,4.153,4.389,4.082,3.823,S4,1,6,59
D029,7,37,0,2.935,2.849,3.052,3.134,2.718,2.944,3.137,2.708,2.975,S1,1,4,31
D029,8,37,0,3.412,3.432,3.517,3.088,3.75,3.275,3.708,3.168,3.28,S2,1,6,21
D029,9,37,0,2.762,2.89,3.185,2.714,2.738,2.916,3.072,3.298,3.791,S3,0,5,31
D029,10,37,0,3.155,2.705,2.746,3.083,3.08,2.597,2.625,2.702,2.992,S4,0,7,44
D030,1,42,1,2.579,3.902,3.241,3.553,2.769,4.412,3.716,2.514,2.976,S4,0,6,51
D030,2,42,1,2.975,3.235,4.115,3.103,2.863,3.241,3.296,4.014,4.373,S1,1,6,29
D030,3,42,1,2.617,3.639,2.628,2.026,2.911,3.605,4.052,2.956,2.58,S2,0,5,49
D030,4,42,1,2.201,2.299,3.067,2.298,2.716,1.942,1.792,3.013,3.252,S3,1,5,55
D030,5,42,1,2.931,3.619,3.536,2.677,3.52,3.824,3.485,3.744,3.589,S4,0,6,33
D030,6,42,1,2.18,4.252,4.037,1.93,2.201,4.951,4.605,3.815,3.982,S1,1,3,36
D030,7,42,1,2.089,4.57,3.761,2.658,2.17,4.766,4.825,3.731,3.376,S2,1,6,33
D030,8,42,1,3.024,3.658,3.728,2.863,2.889,3.316,3.768,3.855,3.558,S3,0,6,22
D030,9,42,1,2.065,3.679,3.821,2.43,2.487,3.571,4.086,3.684,3.746,S4,0,5,56
D030,10,42,1,2.571,3.28,2.976,2.37,2.735,3.278,3.062,3.123,3.232,S1,1,2,59
D031,1,35,0,2.534,3.641,3.458,2.478,2.436,3.694,3.681,3.73,3.277,S1,1,6,38
D031,2,35,0,1.756,3.667,3.342,1.971,1.692,3.483,4.01,3.087,3.019,S2,1,8,38
D031,3,35,0,2.337,2.825,3.214,2.436,2.082,2.728,2.098,3.5,3.344,S3,1,8,50
D031,4,35,0,2.485,3.109,3.142,2.305,2.431,3.24,3.18,3.005,2.856,S4,1,5,34
D031,5,35,0,2.225,2.952,3.455,2.516,2.583,2.914,3.141,3.725,3.743,S1,1,2,52
D031,6,35,0,1.872,3.216,2.042,1.713,1.779,3.737,2.941,1.943,1.736,S2,1,5,35
D031,7,35,0,2.043,3.239,2.271,2.673,2.292,2.926,2.611,2.382,2.629,S3,1,6,41
D031,8,35,0,1.943,3.276,2.84,1.934,1.749,3.582,2.953,2.652,2.781,S4,1,5,32
D031,9,35,0,3.339,2.18,2.944,3.379,3.398,2.196,2.473,2.731,3.26,S1,1,6,59
D031,10,35,0,2.49,2.648,2.595,2.66,2.302,2.755,2.976,2.378,1.873,S2,0,4,38
D032,1,46,1,2.614,3.318,3.521,2.436,2.588,2.694,3.332,3.161,3.764,S2,1,5,58
D032,2,46,1,3.655,3.023,3.372,4.107,3.862,3.156,2.954,3.319,2.978,S3,1,5,24
D032,3,46,1,2.604,3.128,3.636,2.974,2.773,3.525,3.287,3.708,3.862,S4,1,7,51
D032,4,46,1,2.246,2.12,2.594,2.052,2.123,2.55,2.182,2.856,2.542,S1,0,6,45
D032,5,46,1,1.687,3.463,4.369,1.746,1.721,3.304,3.695,4.309,4.486,S2,0,7,51
D032,6,46,1,2.097,3.472,3.266,1.752,2.009,3.006,3.766,2.89,3.129,S3,1,5,37
D032,7,46,1,2.129,2.668,2.73,2.307,2.074,2.463,2.904,3.084,2.484,S4,0,6,58
D032,8,46,1,2.434,3.36,3.715,2.431,2.071,3.439,3.496,3.281,3.64,S1,1,4,57
D032,9,46,1,2.753,2.753,3.606,2.539,2.636,2.529,2.974,3.41,3.674,S2,0,5,28
D032,10,46,1,2.743,2.854,3.824,2.852,3.036,2.827,2.054,4.042,4.037,S3,1,6,52
D033,1,21,0,3.487,2.395,3.035,3.474,3.831,2.642,2.459,2.881,3.308,S3,0,7,49
D033,2,21,0,4.182,1.0,2.691,4.256,4.171,1.186,1.0,2.593,2.892,S4,0,8,58
D033,3,21,0,2.628,2.224,3.154,2.701,2.58,2.139,2.531,3.231,3.127,S1,1,4,25
D033,4,21,0,3.695,2.034,2.345,3.994,3.266,2.248,2.13,2.283,2.369,S2,1,5,44
D033,5,21,0,3.165,2.108,3.367,3.441,3.088,2.418,2.015,3.431,3.368,S3,0,6,43
D033,6,21,0,3.155,2.084,2.661,2.9,3.433,1.836,1.961,2.647,2.884,S4,1,5,51
D033,7,21,0,2.243,3.118,3.585,1.93,2.882,3.158,3.103,3.56,3.475,S1,1,7,45
D033,8,21,0,2.12,2.797,3.89,2.048,2.033,2.462,2.869,4.14,3.469,S2,0,8,58
D033,9,21,0,3.183,1.958,3.345,3.0,3.573,2.098,1.542,3.622,2.835,S3,0,6,49
D033,10,21,0,3.094,2.292,3.362,3.046,3.009,2.357,1.801,2.971,3.189,S4,0,6,42
D034,1,31,1,3.878,3.859,3.732,3.79,4.149,3.819,3.957,3.987,3.945,S4,1,6,51
D034,2,31,1,3.707,3.974,3.224,3.553,3.768,3.678,3.952,3.47,3.484,S1,1,3,53
D034,3,31,1,2.323,3.918,3.699,2.699,1.814,4.268,3.824,4.244,3.645,S2,0,3,47
D034,4,31,1,2.483,3.462,3.338,3.056,2.784,3.274,3.757,3.431,2.898,S3,0,7,45
D034,5,31,1,3.884,3.279,3.038,3.678,3.935,3.257,3.415,3.466,2.873,S4,1,6,47
D034,6,31,1,3.438,3.641,4.119,3.493,3.666,3.917,3.774,4.183,3.869,S1,1,8,42
D034,7,31,1,3.755,3.95,3.275,3.696,4.166,4.055,3.598,3.3,3.452,S2,1,8,57
D034,8,31,1,3.787,3.518,3.811,3.289,4.028,3.202,3.682,3.841,3.767,S3,0,5,20
D034,9,31,1,4.524,2.696,2.921,5.0,4.649,2.632,3.274,2.906,2.529,S4,0,7,46
D034,10,31,1,2.919,4.466,3.828,3.317,3.221,4.508,4.195,3.778,4.245,S1,1,8,54
D035,1,21,0,3.708,1.795,3.272,3.463,3.802,1.675,1.105,2.981,3.467,S1,1,8,35
D035,2,21,0,3.928,1.785,2.654,3.502,4.225,1.512,2.369,2.943,2.537,S2,0,8,59
D035,3,21,0,4.501,1.716,2.766,5.0,4.939,1.957,2.151,2.25,3.383,S3,0,5,26
D035,4,21,0,4.706,2.144,2.233,4.615,4.725,2.167,1.97,2.492,2.335,S4,0,5,26
D035,5,21,0,3.679,2.857,3.286,4.083,3.347,2.739,3.076,3.105,3.345,S1,0,6,29
D035,6,21,0,3.751,3.103,3.285,3.259,4.258,2.84,2.713,2.738,3.28,S2,1,6,24
D035,7,21,0,3.69,1.877,2.099,3.5,3.969,1.594,2.059,2.118,2.467,S3,0,3,52
D035,8,21,0,3.405,2.584,2.851,3.529,3.599,2.337,2.649,3.068,2.513,S4,0,7,40
D035,9,21,0,3.717,1.805,3.502,3.677,3.1,1.55,1.899,3.575,3.428,S1,0,6,48
D035,10,21,0,3.699,3.273,3.351,3.583,4.029,2.817,3.433,3.525,3.216,S2,1,3,30
D036,1,52,1,2.617,4.032,3.146,3.165,2.896,4.367,3.827,3.023,3.756,S2,1,5,21
D036,2,52,1,2.463,3.484,3.211,2.258,2.397,3.434,2.971,2.926,3.172,S3,1,2,39
D036,3,52,1,1.421,4.978,3.751,1.354,1.137,5.0,4.905,3.838,3.87,S4,1,6,26
D036,4,52,1,2.865,4.395,3.522,3.124,3.301,4.743,4.023,3.175,3.528,S1,0,5,31
D036,5,52,1,3.616,3.66,3.358,3.087,3.512,3.349,3.33,3.142,3.213,S2,0,8,41
D036,6,52,1,3.592,4.237,2.797,3.088,3.57,4.386,4.028,2.656,2.986,S3,0,7,52
D036,7,52,1,2.652,4.581,3.414,2.621,2.386,4.718,4.798,3.634,3.329,S4,1,6,49
D036,8,52,1,2.409,4.059,3.419,2.686,2.192,4.197,4.234,3.446,3.3,S1,1,7,47
D036,9,52,1,2.174,4.203,3.103,2.428,2.0,4.426,3.942,2.701,2.959,S2,0,5,35
D036,10,52,1,1.916,4.316,3.406,1.593,1.745,4.033,4.374,3.599,3.371,S3,1,4,32
D037,1,48,0,3.651,2.143,3.526,3.971,3.714,2.003,2.096,3.574,3.267,S3,1,8,24
D037,2,48,0,3.848,1.754,2.851,4.297,4.032,1.894,1.975,2.828,3.021,S4,1,7,21
D037,3,48,0,4.131,1.262,3.345,4.108,4.689,1.319,1.439,3.258,3.441,S1,1,6,57
D037,4,48,0,3.168,2.396,3.11,3.124,3.308,2.118,2.017,3.336,2.882,S2,0,5,30
D037,5,48,0,3.184,2.563,3.257,3.025,3.044,2.412,2.568,3.546,3.278,S3,0,6,42
D037,6,48,0,4.165,1.597,2.473,4.358,3.782,1.27,1.592,2.696,3.108,S4,1,6,24
D037,7,48,0,3.942,1.417,3.45,4.26,3.984,1.957,1.416,3.758,3.497,S1,1,3,58
D037,8,48,0,3.293,2.715,3.785,3.55,3.571,2.77,2.535,3.367,3.948,S2,1,7,56
D037,9,48,0,2.306,2.42,3.787,2.097,2.754,2.647,2.13,3.483,3.755,S3,0,4,44
D037,10,48,0,2.783,1.821,2.517,2.688,2.65,1.771,1.74,2.663,2.788,S4,1,6,41
D038,1,48,1,2.438,2.954,3.391,2.297,2.279,2.825,2.577,3.112,3.712,S4,1,7,54
D038,2,48,1,3.288,2.558,3.718,3.068,3.263,2.547,1.996,3.433,3.846,S1,1,5,35
D038,3,48,1,2.206,3.347,2.753,1.686,2.225,3.867,3.156,2.66,2.297,S2,1,5,36
D038,4,48,1,1.0,3.367,2.866,1.0,1.0,3.353,3.558,2.533,2.81,S3,0,7,34
D038,5,48,1,2.796,2.78,2.982,2.873,2.664,3.162,2.792,2.597,3.267,S4,1,7,45
D038,6,48,1,1.37,3.825,3.638,1.381,1.123,3.47,3.816,4.306,3.781,S1,1,6,25
D038,7,48,1,1.439,3.578,3.102,1.075,1.797,3.718,3.863,2.657,3.698,S2,1,7,27
D038,8,48,1,2.314,2.614,2.507,2.278,1.923,2.404,2.738,2.789,2.344,S3,0,5,59
D038,9,48,1,2.203,3.023,3.648,2.551,2.225,3.045,2.851,3.713,3.161,S4,0,6,53
D038,10,48,1,3.483,3.935,2.835,3.898,3.544,4.181,3.625,2.997,2.571,S1,0,6,51
D039,1,56,0,2.424,3.466,3.597,2.914,1.947,3.26,3.295,4.025,3.747,S1,0,6,27
D039,2,56,0,2.012,3.383,3.148,2.338,2.131,3.566,3.248,3.031,3.313,S2,0,7,54
D039,3,56,0,2.359,3.967,2.664,2.024,2.451,4.245,4.044,3.172,2.829,S3,1,4,59
D039,4,56,0,2.81,2.577,2.255,3.268,2.787,2.392,2.319,1.922,2.487,S4,0,5,37
D039,5,56,0,2.796,3.111,3.812,3.083,2.64,3.481,3.245,4.008,3.835,S1,0,5,38
D039,6,56,0,2.257,3.411,3.326,1.695,2.391,3.21,3.78,2.888,3.329,S2,1,4,24
D039,7,56,0,2.878,2.406,2.413,2.464,3.005,2.889,2.033,2.406,2.615,S3,1,4,36
D039,8,56,0,2.54,3.368,2.737,2.45,2.364,3.24,3.492,2.947,2.987,S4,0,4,53
D039,9,56,0,2.088,2.879,3.213,2.072,2.336,3.029,2.974,3.673,3.274,S1,0,5,46
D039,10,56,0,2.198,3.261,2.675,2.246,2.157,3.6,3.278,2.751,2.267,S2,1,7,49
D040,1,34,1,1.7,3.545,2.16,1.549,1.724,3.903,3.48,2.244,2.416,S2,1,4,26
D040,2,34,1,1.0,4.617,4.236,1.115,1.0,4.587,4.417,4.033,4.54,S3,1,7,49
D040,3,34,1,2.633,3.326,2.863,2.945,2.844,3.37,3.03,3.315,2.765,S4,1,6,28
D040,4,34,1,2.573,3.239,2.439,2.087,2.974,2.929,3.273,2.146,1.655,S1,1,5,55
D040,5,34,1,2.338,4.205,2.21,2.244,2.223,4.19,4.2,2.073,2.364,S2,0,8,38
D040,6,34,1,1.276,4.884,3.593,1.361,1.068,5.0,5.0,3.603,3.726,S3,1,6,47
D040,7,34,1,1.0,4.013,3.861,1.0,1.0,4.2,4.177,3.878,3.695,S4,1,6,35
D040,8,34,1,1.704,3.848,3.174,2.17,1.439,4.451,4.19,3.557,2.715,S1,0,7,60
D040,9,34,1,2.104,4.135,3.473,1.536,2.075,3.94,4.076,3.31,3.807,S2,1,6,28
D040,10,34,1,1.302,4.49,3.666,1.212,1.603,4.401,3.987,2.952,3.306,S3,1,8,24
D041,1,50,0,4.389,1.795,2.385,4.375,3.734,1.892,1.846,2.604,2.447,S3,0,6,32
D041,2,50,0,3.847,2.909,3.607,3.648,3.681,2.414,2.817,3.447,3.947,S4,1,4,38
D041,3,50,0,3.606,3.013,2.515,3.347,3.175,3.366,2.924,2.944,2.207,S1,1,4,57
D041,4,50,0,3.309,1.715,1.573,3.187,3.19,1.802,1.845,2.012,1.202,S2,1,4,48
D041,5,50,0,3.374,3.387,3.257,3.549,2.988,3.458,3.803,3.204,2.65,S3,0,5,39
D041,6,50,0,2.923,3.217,4.081,2.877,2.909,3.048,2.99,4.145,3.93,S4,0,6,52
D041,7,50,0,4.379,2.133,2.612,4.305,4.609,1.674,1.851,2.876,2.262,S1,1,3,34
D041,8,50,0,4.04,2.252,2.361,3.668,3.981,2.316,1.955,2.571,2.44,S2,1,4,34
D041,9,50,0,4.472,2.87,3.666,4.545,4.136,2.687,3.179,3.542,3.087,S3,0,4,32
D041,10,50,0,3.669,3.363,2.765,3.712,3.468,3.199,3.197,2.809,2.842,S4,0,7,53
D042,1,44,1,3.572,2.603,3.006,3.372,3.49,2.389,2.185,3.147,2.379,S4,0,5,59
D042,2,44,1,3.894,3.792,3.664,3.979,4.281,3.658,3.178,3.629,3.693,S1,1,6,56
D042,3,44,1,4.425,3.101,2.941,4.686,4.635,3.263,3.409,2.977,3.174,S2,0,2,24
D042,4,44,1,4.553,2.263,1.654,4.569,4.642,1.886,2.483,1.759,1.597,S3,0,4,29
D042,5,44,1,3.922,3.938,2.961,3.906,3.57,4.238,3.664,3.265,3.057,S4,0,8,38
D042,6,44,1,4.198,3.629,3.396,4.466,4.198,3.375,4.055,3.531,3.298,S1,0,7,38
D042,7,44,1,3.05,3.795,3.699,3.529,3.009,3.32,3.58,4.346,3.492,S2,0,7,52
D042,8,44,1,3.405,3.97,3.388,3.397,3.51,4.073,3.724,3.93,3.128,S3,0,4,29
D042,9,44,1,4.258,3.697,3.074,4.3,3.782,3.779,3.5,2.682,2.798,S4,1,8,25
D042,10,44,1,4.066,2.945,2.293,4.297,3.605,3.68,2.978,2.046,1.624,S1,0,6,53
D043,1,25,0,3.022,2.609,3.754,2.775,3.161,2.448,2.572,3.743,3.994,S1,1,6,34
D043,2,25,0,3.988,1.189,3.736,4.083,4.073,1.0,1.329,3.694,3.952,S2,0,4,44
D043,3,25,0,2.778,2.326,3.147,2.935,2.848,2.553,2.712,3.106,2.878,S3,0,2,48
D043,4,25,0,3.573,2.39,2.963,3.464,3.673,2.132,2.653,3.057,3.421,S4,0,6,20
D043,5,25,0,4.007,1.675,2.648,3.773,4.481,1.839,2.092,2.631,2.476,S1,0,4,46
D043,6,25,0,4.428,2.075,2.806,4.447,4.567,1.535,2.258,3.134,2.863,S2,1,7,22
D043,7,25,0,3.399,2.77,3.431,2.739,3.661,2.627,2.814,3.839,3.224,S3,0,4,54
D043,8,25,0,4.442,2.051,1.907,4.368,4.429,1.752,1.868,2.176,2.263,S4,1,5,40
D043,9,25,0,3.917,1.01,2.933,3.906,4.084,1.0,1.224,2.864,2.565,S1,0,4,49
D043,10,25,0,3.778,2.49,2.582,3.956,4.256,2.596,3.126,2.703,2.902,S2,0,4,54
D044,1,36,1,2.44,4.181,3.043,1.965,2.497,4.09,4.279,2.833,2.486,S2,1,5,35
D044,2,36,1,2.6,3.731,3.166,2.493,2.693,3.666,3.554,2.884,2.888,S3,1,7,35
D044,3,36,1,3.411,3.824,3.869,3.488,3.109,3.435,3.569,3.995,3.355,S4,0,4,51
D044,4,36,1,2.806,3.611,3.857,2.855,2.692,3.711,3.521,3.839,3.276,S1,1,6,56
D044,5,36,1,4.057,3.858,2.779,3.994,4.473,4.047,3.5,2.823,2.441,S2,0,6,23
D044,6,36,1,4.428,2.903,2.185,4.753,4.203,2.335,3.046,2.058,2.141,S3,0,5,47
D044,7,36,1,3.106,3.731,2.837,2.665,3.778,3.26,3.767,2.924,3.052,S4,1,6,40
D044,8,36,1,3.489,3.476,3.293,3.71,3.31,3.365,3.379,3.398,3.435,S1,0,6,24
D044,9,36,1,2.964,3.682,3.816,3.136,2.766,3.894,3.53,3.951,4.021,S2,1,4,32
D044,10,36,1,3.026,4.032,3.953,3.017,3.246,3.427,4.679,4.267,3.847,S3,0,5,33
D045,1,31,0,2.207,4.053,3.3,2.662,2.327,4.461,4.05,3.382,2.979,S3,1,4,20
D045,2,31,0,1.083,3.363,3.114,1.026,1.214,3.16,3.244,3.274,2.923,S4,1,6,57
D045,3,31,0,2.577,3.07,2.774,2.198,2.387,3.046,2.784,2.962,2.519,S1,1,4,54
D045,4,31,0,2.476,3.519,3.937,2.453,3.132,3.411,3.752,3.885,4.28,S2,1,6,39
D045,5,31,0,2.742,2.99,2.186,2.526,2.868,3.163,3.264,2.125,1.697,S3,1,5,45
D045,6,31,0,2.528,3.167,2.934,2.39,2.596,3.804,3.153,2.691,2.586,S4,0,6,22
D045,7,31,0,1.173,3.108,3.651,1.823,1.063,3.643,3.469,3.675,3.739,S1,1,5,41
D045,8,31,0,1.0,4.035,3.015,1.492,1.112,3.759,4.138,3.107,3.171,S2,0,6,46
D045,9,31,0,2.278,2.609,2.513,1.913,2.904,2.771,2.566,2.685,2.424,S3,1,6,48
D045,10,31,0,2.454,3.211,2.04,2.206,2.488,3.229,3.107,2.3,1.576,S4,0,6,43
D046,1,30,1,2.44,4.194,4.297,2.104,2.318,4.041,4.417,4.269,4.176,S4,1,5,48
D046,2,30,1,3.354,3.022,2.618,3.18,3.326,3.06,3.375,2.025,2.689,S1,1,6,55
D046,3,30,1,3.879,2.56,1.922,4.172,3.82,2.525,2.247,2.077,2.392,S2,0,7,54
D046,4,30,1,3.218,3.166,2.378,3.735,3.573,3.278,3.236,2.843,2.197,S3,1,4,57
D046,5,30,1,3.176,3.508,3.024,2.741,3.222,3.661,3.496,2.824,3.18,S4,1,6,50
D046,6,30,1,3.424,3.089,3.766,3.563,3.415,3.255,2.774,3.35,3.859,S1,0,7,29
D046,7,30,1,3.132,3.576,3.023,3.339,2.496,3.461,4.28,2.923,3.497,S2,0,6,29
D046,8,30,1,3.711,3.876,4.229,3.969,3.726,3.479,4.684,4.458,4.141,S3,0,8,48
D046,9,30,1,3.561,4.147,3.534,3.183,2.885,3.927,4.611,3.662,3.123,S4,0,7,35
D046,10,30,1,3.774,3.124,2.24,3.268,3.562,3.411,3.015,1.997,2.048,S1,0,6,26
D047,1,38,0,4.33,1.865,2.336,4.304,4.392,1.494,1.708,2.456,1.741,S1,0,6,28
D047,2,38,0,3.049,4.17,3.442,3.026,3.182,3.881,4.364,3.544,3.249,S2,1,7,32
D047,3,38,0,3.483,2.789,2.999,3.772,3.38,2.246,3.006,2.54,3.307,S3,0,5,45
D047,4,38,0,3.182,2.84,2.956,2.589,2.883,3.233,2.501,2.893,2.662,S4,0,8,37
D047,5,38,0,3.641,2.055,2.984,4.049,3.524,2.135,2.138,2.838,2.703,S1,0,6,59
D047,6,38,0,3.254,2.553,2.522,3.657,3.381,2.368,2.416,1.958,2.566,S2,1,6,34
D047,7,38,0,2.201,3.313,3.454,2.422,2.535,3.48,3.268,3.23,3.373,S3,1,5,26
D047,8,38,0,3.826,3.894,3.657,3.326,3.775,4.105,3.484,3.24,3.793,S4,0,6,54
D047,9,38,0,4.408,2.403,2.995,4.425,4.579,2.305,2.478,2.558,2.691,S1,0,3,52
D047,10,38,0,4.382,2.699,1.96,5.0,4.544,2.359,2.602,2.229,2.076,S2,1,4,40
D048,1,33,1,3.415,4.027,3.236,3.545,3.498,3.952,4.059,3.431,3.176,S2,1,6,43
D048,2,33,1,4.043,4.078,3.838,4.065,3.89,4.132,3.891,4.12,3.911,S3,1,8,23
D048,3,33,1,4.351,3.764,3.228,4.503,4.481,3.863,3.906,3.072,2.84,S4,0,7,59
D048,4,33,1,2.771,4.159,4.401,2.316,3.326,4.115,4.145,4.277,4.698,S1,0,5,24
D048,5,33,1,2.785,3.506,3.685,2.76,2.809,3.558,3.69,3.385,3.248,S2,0,5,25
D048,6,33,1,2.962,4.65,4.191,2.748,2.627,3.999,4.332,4.295,3.977,S3,1,5,39
D048,7,33,1,3.228,4.206,3.727,3.522,3.273,4.138,3.928,3.387,4.027,S4,0,6,21
D048,8,33,1,3.366,3.874,3.199,3.332,3.584,4.048,3.297,2.828,3.401,S1,0,7,35
D048,9,33,1,3.477,4.045,3.527,4.089,3.383,3.693,4.386,3.661,2.705,S2,0,8,30
D048,10,33,1,4.495,4.281,3.862,3.889,4.806,4.863,4.247,3.479,3.559,S3,0,5,36
D049,1,48,0,3.276,2.978,3.338,3.148,3.046,2.704,2.701,2.975,3.54,S3,0,3,55
D049,2,48,0,4.177,2.137,2.33,4.433,3.8,1.861,2.286,2.222,2.595,S4,0,7,37
D049,3,48,0,2.869,2.958,3.517,2.419,3.226,3.309,3.189,3.207,3.287,S1,1,6,45
D049,4,48,0,3.302,2.607,3.433,2.938,3.14,2.816,2.834,3.446,4.241,S2,0,4,47
D049,5,48,0,3.141,2.494,2.566,3.325,2.953,2.53,2.213,3.339,2.752,S3,0,4,45
D049,6,48,0,3.555,3.129,3.638,3.887,3.773,3.184,3.082,3.422,3.652,S4,1,7,26
D049,7,48,0,3.199,3.338,3.661,2.659,3.442,3.179,2.915,3.499,3.819,S1,1,6,39
D049,8,48,0,4.014,2.813,3.225,4.624,4.437,2.911,2.421,3.333,3.242,S2,1,6,42
D049,9,48,0,3.617,2.577,2.089,3.916,4.008,3.318,2.812,1.667,1.955,S3,0,3,38
D049,10,48,0,3.429,2.15,2.277,2.983,3.5,2.592,2.033,1.827,2.533,S4,1,5,43
D050,1,45,1,3.236,3.235,3.018,3.042,3.65,3.165,3.52,3.305,2.634,S4,1,6,55
D050,2,45,1,3.519,3.657,3.467,3.287,3.426,4.14,3.552,3.712,3.938,S1,1,5,48
D050,3,45,1,3.428,3.155,1.971,3.482,3.399,3.283,2.841,1.773,1.405,S2,0,4,33
D050,4,45,1,2.58,3.744,3.894,2.783,2.561,3.46,3.951,3.972,3.533,S3,0,7,30
D050,5,45,1,3.905,2.944,3.097,3.813,3.771,2.899,2.97,2.756,2.611,S4,1,6,55
D050,6,45,1,3.313,3.187,3.964,3.18,3.45,3.36,3.233,3.717,3.831,S1,1,6,50
D050,7,45,1,3.412,2.219,2.42,3.111,3.339,2.388,2.261,2.229,2.719,S2,1,5,49
D050,8,45,1,3.073,2.905,2.357,3.131,3.208,3.188,2.957,2.377,2.746,S3,0,5,26
D050,9,45,1,3.978,4.429,4.238,4.138,4.168,4.313,4.837,4.284,4.164,S4,1,5,42
D050,10,45,1,3.127,3.443,3.393,3.258,2.93,3.255,3.009,3.334,3.573,S1,0,5,51
D051,1,27,0,1.306,3.384,3.795,1.443,1.703,3.353,3.577,3.83,3.599,S1,0,6,33
D051,2,27,0,2.018,2.894,3.958,1.553,1.84,3.105,3.035,3.882,3.831,S2,0,6,41
D051,3,27,0,2.229,2.701,2.684,2.239,1.923,2.776,2.543,2.493,2.652,S3,0,6,36
D051,4,27,0,1.918,3.271,3.379,2.089,2.687,3.35,3.582,3.612,3.643,S4,1,4,40
D051,5,27,0,1.597,3.059,3.55,1.743,1.576,3.0,3.021,3.815,3.029,S1,0,5,36
D051,6,27,0,1.95,3.194,4.316,1.617,1.957,3.762,2.928,4.525,4.436,S2,1,7,56
D051,7,27,0,2.594,2.832,3.583,2.003,2.817,3.424,2.56,3.599,3.706,S3,0,4,52
D051,8,27,0,1.969,3.416,2.669,2.048,1.783,3.558,3.671,2.886,2.978,S4,1,6,39
D051,9,27,0,2.147,3.338,4.514,2.154,2.293,3.138,3.526,4.761,4.501,S1,1,5,44
D051,10,27,0,3.05,2.524,2.979,2.861,3.287,2.418,2.604,2.943,3.288,S2,0,7,31
D052,1,42,1,2.499,3.171,3.233,2.558,2.316,3.247,3.289,3.585,3.26,S2,1,5,37
D052,2,42,1,2.425,3.765,3.819,2.209,1.985,3.736,3.747,3.864,4.261,S3,1,5,32
